UN_Unit,Unit_Reference,Unit_Location,Type_Description,Road_Name,GISEasting,GISNorthing,Elexon_Lamp_Unit_Type
12863,AC190,O/s No. 92,Lamp Column,Mercers Road,529875.5625,186060.8125,LED
12864,AC191,O/s No.s 63-65,Lamp Column,Mercers Road,529857,186069.4219,LED
12865,AC199,S/o No. 32 Dalmeny Road,Lamp Column,Mercers Road,529721.1875,186043.875,LED
12866,AC192,O/s No.s 104-106,Lamp Column,Mercers Road,529838.625,186054.1563,LED
12867,AC193,O/s No. 75,Lamp Column,Mercers Road,529821.1875,186062.7656,LED
12868,AC194,Opp J/w Gatcombe Road,Lamp Column,Mercers Road,529812,186049.2656,LED
12869,AC195,O/s No.s 77-79,Lamp Column,Mercers Road,529797.5,186057.6719,LED
12870,AC196,O/s No.s 126-128,Lamp Column,Mercers Road,529779.875,186042.2031,LED
12871,AC197,O/s No.s 91-93,Lamp Column,Mercers Road,529757,186050.3281,LED
12872,AC198,O/s No.s 140-142,Lamp Column,Mercers Road,529741.75,186034.875,LED
12873,AC200,S/o No. 30 Dalmeny Road,Lamp Column,Mercers Road,529706.6875,186028.4219,LED
12874,AC201,S/o No. 35 Dalmeny Road,Lamp Column,Mercers Road,529677.9375,186035.5625,LED
12875,AC202,S/o No. 33 Dalmeny Road,Lamp Column,Mercers Road,529666.75,186021.7656,LED
12876,AC203,O/s No. 105 & S/o No. 35 Dalmeny Road,Lamp Column,Mercers Road,529653.875,186031.9375,LED
12877,AC204,O/s No.s 150-152,Lamp Column,Mercers Road,529636.4375,186016.875,LED
12878,AC205,O/s No.s 115-117,Lamp Column,Mercers Road,529619,186025.9688,LED
12879,AC206,S/o No. 10 Campdale Road,Lamp Column,Mercers Road,529598.875,186010.9063,LED
12880,AC207,O/s No.s 129-131 (j/w Campdale Road),Lamp Column,Mercers Road,529580.875,186019.7031,LED
12881,AC120,J/w Carleton Road & Dalmeny Avenue,Lamp Column,Dalmeny Road,529836.3125,185599.875,LED
12882,AC121,O/s Primary School (j/w Carleton Rd),Lamp Column,Dalmeny Road,529815.375,185612.2031,LED
12883,AC122,O/s Casa Mia,Lamp Column,Dalmeny Road,529816.375,185634.4063,LED
12884,AC123,Opp Entrance To Fairlie Court,Lamp Column,Dalmeny Road,529794.625,185647.3281,LED
12885,AC124,S/o No. 52 Anson Road,Lamp Column,Dalmeny Road,529795.4375,185669.8438,LED
12886,AC126,J/w Anson Road (c/o No. 52 Anson Road),Lamp Column,Dalmeny Road,529782.125,185693.1094,LED
12887,AC125,S/o No. 50 Anson Road,Lamp Column,Dalmeny Road,529776.8125,185677.4531,LED
12888,AC127,J/w Anson Road (c/o No. 63 Anson Road),Lamp Column,Dalmeny Road,529758.25,185709.9531,LED
12889,AC128,S/o No. 65 Anson Road,Lamp Column,Dalmeny Road,529762.9375,185729.3125,LED
12890,AC129,On Build Out (s/o No. 63 Anson Road),Lamp Column,Dalmeny Road,529748.625,185738.8125,LED
12891,AC130,O/s No.s 1-3,Lamp Column,Dalmeny Road,529736.9375,185755.2656,LED
12892,AC131,O/s No.s 4-6,Lamp Column,Dalmeny Road,529742.1875,185773.25,LED
12893,AC132,Opp J/w Archibald Road,Lamp Column,Dalmeny Road,529737.6875,185787.3438,LED
12894,AC133,O/s No.s 11-13 (j/w Archibald Road),Lamp Column,Dalmeny Road,529724.1875,185796.5469,LED
12895,AC134,O/s No. 16,Lamp Column,Dalmeny Road,529732.625,185816.7031,LED
12896,AC135,S/o No. 43 St Georges Avenue,Lamp Column,Dalmeny Road,529717.75,185831.6875,LED
12897,AC136,J/w St Georges Avenue (s/o No. 41),Lamp Column,Dalmeny Road,529727.3125,185847.5313,LED
12898,AC137,J/w St Georges Avenue (s/o No. 64),Lamp Column,Dalmeny Road,529712.4375,185866.7031,LED
12899,AC138,S/o No. 62 St Georges Avenue,Lamp Column,Dalmeny Road,529721.25,185883.7188,LED
12900,AC140,O/s No. 20,Lamp Column,Dalmeny Road,529717.5,185907.1094,LED
12901,AC141,S/o No. 127 Tufnell Park Road,Lamp Column,Dalmeny Road,529703.25,185921.9844,LED
12902,AC142,J/w Tufnell Park Road (s/o No. 125),Lamp Column,Dalmeny Road,529711.6875,185942.3438,LED
12903,AC143,J/w Tufnell Park Road (s/o No. 138),Lamp Column,Dalmeny Road,529696.375,185964.4531,LED
12904,AC145,O/s No. 27,Lamp Column,Dalmeny Road,529690.9375,185999.4844,LED
12905,AC146,O/s No.s 28-30,Lamp Column,Dalmeny Road,529699.9375,186017.5938,LED
12906,AC147,O/s No.s 35-37,Lamp Column,Dalmeny Road,529683.5,186042.8281,LED
12907,AC148,O/s No.s 36-38,Lamp Column,Dalmeny Road,529693.4375,186055.8438,LED
12908,AC149,O/s No.s 45-47,Lamp Column,Dalmeny Road,529679.5625,186070.0313,LED
12909,AC150,O/s No.s 48-50,Lamp Column,Dalmeny Road,529688.1875,186089.2031,LED
12910,AC151,O/s All Saints Church,Lamp Column,Dalmeny Road,529671.75,186100.4531,LED
12911,AC152,Opp All Saints Church (s/o No. 49),Lamp Column,Dalmeny Road,529671.5625,186125.5156,LED
12912,AC139,O/s No. 21,Lamp Column,Dalmeny Road,529707.5625,185895.0625,LED
12913,AC144,S/o No. 136 Tufnell Park Road,Lamp Column,Dalmeny Road,529705.1875,185984.2031,LED
12914,EC001,J/w Windsor Road,Lamp Column,Salterton Road,530481,186297.2031,LED
12915,EC002,S/o No. 9 Windsor Road,Lamp Column,Salterton Road,530484.5,186282.1406,LED
12916,EC003,Opp No.s 67-86 Bennett Court,Lamp Column,Salterton Road,530502.3125,186276.2656,LED
12917,EC004,O/s No.s 67-86 Bennett Court,Lamp Column,Salterton Road,530505.25,186256.1094,LED
12918,EC006,O/s No.s 87-94 Bennett Court,Lamp Column,Salterton Road,530530.3125,186228.5156,LED
12919,EC005,O/s No.s 1-16 Bennett Court,Lamp Column,Salterton Road,530526.5625,186249.0625,LED
12920,EC007,Opp No. 25,Lamp Column,Salterton Road,530549.0625,186224.2031,LED
12921,EC008,O/s No.s 15-17,Lamp Column,Salterton Road,530555.5625,186199.75,LED
12922,EC009,Opp No.s 9-11,Lamp Column,Salterton Road,530576.25,186194.4688,LED
12923,EC010,O/s No.s 3-5,Lamp Column,Salterton Road,530577.875,186175.1875,LED
12924,EC011,O/s No.s 47-49 Seven Sisters Road,Lamp Column,Salterton Road,530600.1875,186167.3594,LED
12925,EC012,J/w Seven Sisters Road,Lamp Column,Salterton Road,530603.5,186148.1875,LED
12926,EC190,J/w Sussex Way,Lamp Column,Whewell Road,530330.0625,186697.8438,LED
12927,EC186,J/w Cornwallis Road,Lamp Column,Whewell Road,530258.25,186644.625,LED
12928,EC187,O/s No.s 22-23,Lamp Column,Whewell Road,530282.3125,186653.4375,LED
12929,EC188,O/s No. 18,Lamp Column,Whewell Road,530297,186667.4219,LED
12930,EC189,O/s No. 11,Lamp Column,Whewell Road,530308.1875,186691,LED
12931,EC039,J/w Seven Sisters Road,Lamp Column,Sussex Way (area E Majority),530709.9375,186245.4063,LED
12932,EC040,S/o No. 1 Chapel Way,Lamp Column,Sussex Way (area E Majority),530708.125,186261.2188,LED
12933,EC041,Opp Chapel Way,Lamp Column,Sussex Way (area E Majority),530690.6875,186265.2344,LED
12934,EC042,O/s No.s 3-5,Lamp Column,Sussex Way (area E Majority),530685.6875,186286.625,LED
12935,EC043,O/s No. 10,Lamp Column,Sussex Way (area E Majority),530665.75,186292.5469,LED
12936,EC044,O/s No.s 17-19,Lamp Column,Sussex Way (area E Majority),530659.8125,186314.7813,LED
12937,EC045,O/s No.s 24-26,Lamp Column,Sussex Way (area E Majority),530639.625,186321.8281,LED
12938,EC046,O/s No.s 31-33,Lamp Column,Sussex Way (area E Majority),530635.1875,186342.0625,LED
12939,EC047,O/s No.s 38-40,Lamp Column,Sussex Way (area E Majority),530615.375,186349.1875,LED
12940,EC048,O/s No.s 45-47,Lamp Column,Sussex Way (area E Majority),530610.5625,186369.4375,LED
12941,EC049,S/o No. 86 Windsor Road,Lamp Column,Sussex Way (area E Majority),530591.75,186375.5469,LED
12942,EC050,O/s No.s 57-59,Lamp Column,Sussex Way (area E Majority),530589.125,186393.9844,LED
12943,EC051,S/o No. 85 Windsor Road,Lamp Column,Sussex Way (area E Majority),530575.1875,186395.3438,LED
12944,EC053,O/s No.s 72-74,Lamp Column,Sussex Way (area E Majority),530554.75,186421.8281,LED
12945,EC052,O/s No.s 67-69,Lamp Column,Sussex Way (area E Majority),530573,186414.8906,LED
12946,EC054,O/s No.s 81-83,Lamp Column,Sussex Way (area E Majority),530550.75,186443.9063,LED
12947,EC055,O/s No. 86,Lamp Column,Sussex Way (area E Majority),530532.625,186450.3594,LED
12948,EC056,O/s No.s 93-95,Lamp Column,Sussex Way (area E Majority),530531.375,186468.7813,LED
12949,EC057,O/s No.s 98-100,Lamp Column,Sussex Way (area E Majority),530512.5625,186475.9844,LED
12950,EC058,O/s No.s 25-36 Simmons House,Lamp Column,Sussex Way (area E Majority),530507.8125,186498.5625,LED
12951,EC059,O/s No.s 114-116,Lamp Column,Sussex Way (area E Majority),530486.625,186509.1094,LED
12952,EC060,O/s No.s 123-125,Lamp Column,Sussex Way (area E Majority),530482.0625,186532.2188,LED
12953,EC061,R/o No. 88 Tollington Way,Lamp Column,Sussex Way (area E Majority),530461.75,186543.5938,LED
12954,EC062,S/o No. 90 Tollington Way,Lamp Column,Sussex Way (area E Majority),530460.1875,186561.5469,LED
12955,EC063,O/s No. 130,Lamp Column,Sussex Way (area E Majority),530439.75,186572.4688,LED
12956,EC064,Opp No.s 132-134,Lamp Column,Sussex Way (area E Majority),530438.4375,186588.7031,LED
12957,EC065,Opp No.s 1-9 Landseer Court,Lamp Column,Sussex Way (area E Majority),530430.4375,186598.5,LED
12958,EC066,S/o No.s 1-9 Landseer Court,Lamp Column,Sussex Way (area E Majority),530411.875,186606.875,LED
12959,EC067,Opp J/w Alexander Road,Lamp Column,Sussex Way (area E Majority),530412.25,186620.9063,LED
12960,EC068,O/s Landseer Court Flats,Lamp Column,Sussex Way (area E Majority),530398.875,186622.9688,LED
12961,EC069,O/s No.s 10-25 Landseer Court,Lamp Column,Sussex Way (area E Majority),530387.5,186637.0938,LED
12962,EC070,O/s St Marks Primary School,Lamp Column,Sussex Way (area E Majority),530383.75,186656.0938,LED
12963,EC071,O/s No. 162,Lamp Column,Sussex Way (area E Majority),530364.1875,186665.9063,LED
12964,EC072,Opp No. 166,Lamp Column,Sussex Way (area E Majority),530360.625,186684.7031,LED
12965,EC073,O/s No. 172,Lamp Column,Sussex Way (area E Majority),530341.125,186694.4688,LED
12966,EC074,Opp J/w Whewell Road,Lamp Column,Sussex Way (area E Majority),530337.875,186713.0156,LED
12967,EC077,O/s No. 203,Lamp Column,Sussex Way (area E Majority),530308.875,186748.7656,LED
12968,EC075,O/s No. 174,Lamp Column,Sussex Way (area E Majority),530324.5,186715.3125,LED
12969,EC076,O/s No.s 180-182,Lamp Column,Sussex Way (area E Majority),530311.25,186731.9375,LED
12970,EC078,S/o Pub (the Enterprise),Lamp Column,Sussex Way (area E Majority),530289.3125,186758.9063,LED
12971,EC080,J/w Sussex Close,Lamp Column,Sussex Way (area E Majority),530272.75,186779.1563,LED
12972,EC081,O/s Flat No.s 1 7 & 15,Lamp Column,Sussex Way (area E Majority),530268.5,186798.6719,LED
12973,EC082,Opp Flat No.s 5 11 & 19,Lamp Column,Sussex Way (area E Majority),530251.875,186804.875,LED
12974,EC083,S/o 13 & 21 Bavaria Road,Lamp Column,Sussex Way (area E Majority),530249.6875,186821.6563,LED
12975,EC084,S/o The Homestead,Lamp Column,Sussex Way (area E Majority),530230.875,186831.2656,LED
12976,EC085,Opp No. 220,Lamp Column,Sussex Way (area E Majority),530229.1875,186847.0625,LED
12977,EC086,O/s No. 220,Lamp Column,Sussex Way (area E Majority),530213.875,186851.8125,LED
12978,EC087,O/s No. 245,Lamp Column,Sussex Way (area E Majority),530207.8125,186873.2813,LED
12979,EC088,O/s No.s 1-18 Blenheim Court,Lamp Column,Sussex Way (area E Majority),530188,186883.5938,LED
12980,EC089,O/s No.s 259-261,Lamp Column,Sussex Way (area E Majority),530182.875,186904.2969,LED
12981,EC090,O/s No. 248,Lamp Column,Sussex Way (area E Majority),530164.625,186912.4688,LED
12982,EC099,On Sussex Way Bridge (south End),Lamp Column,Sussex Way (area E Majority),530081.1875,187028.4063,LED
12983,EC091,O/s No. 269,Lamp Column,Sussex Way (area E Majority),530161,186930.9844,LED
12984,EC092,S/o No. 148 Marlborough Road,Lamp Column,Sussex Way (area E Majority),530141.75,186940.9844,LED
12985,EC093,Opp R/o No. 148 Marlborough Road,Lamp Column,Sussex Way (area E Majority),530139.1875,186958.0938,LED
12986,EC094,O/s No. 256,Lamp Column,Sussex Way (area E Majority),530121,186966.4063,LED
12987,EC095,Opp No. 262,Lamp Column,Sussex Way (area E Majority),530118.0625,186983.9531,LED
12988,EC096,O/s No.s 268-270,Lamp Column,Sussex Way (area E Majority),530100.9375,186990.9844,LED
12989,EC097,Opp J/w Hatchard Road,Lamp Column,Sussex Way (area E Majority),530099.5,187006.7813,LED
12990,EC098,S/o No. 61 Hatchard Road,Lamp Column,Sussex Way (area E Majority),530086.9375,187007.7813,LED
12991,BC083,On Sussex Way Bridge (north End),Lamp Column,Sussex Way (area B North End),530053.9584,187055.248,LED
12992,BC084,S/o No. 166 Fairbridge Road,Lamp Column,Sussex Way (area B North End),530052,187065.3438,LED
12993,BC085,S/o No.s 9-12 Bretton House,Lamp Column,Sussex Way (area B North End),530029.8125,187078.4844,LED
12994,BC086,Opp J/w Sanders Way,Lamp Column,Sussex Way (area B North End),530025.375,187098.3125,LED
12995,BC087,O/s No.s 29-48 Sanders Way,Lamp Column,Sussex Way (area B North End),530007.1875,187106.7188,LED
12996,BC088,O/s No.s 297-301,Lamp Column,Sussex Way (area B North End),530001.9375,187127.3438,LED
12997,BC089,O/s No.s 309-313,Lamp Column,Sussex Way (area B North End),529982,187137.2969,LED
12998,BC090,O/s No.s 321-325,Lamp Column,Sussex Way (area B North End),529980.375,187154.5156,LED
12999,EC079,Opp Park,Lamp Column,Sussex Way (area E Majority),530289.1875,186773.3281,LED
13000,EC013,J/w Seven Sisters Road,Lamp Column,Axminster Road,530652.5625,186199.6406,LED
13001,EC014,Nearly Opp No. 1a,Lamp Column,Axminster Road,530648.75,186219.9063,LED
13002,EC015,O/s No.s 2-2a,Lamp Column,Axminster Road,530629.5625,186224.8594,LED
13003,EC016,Nearly Opp No. 3,Lamp Column,Axminster Road,530626.625,186242.9375,LED
13004,EC017,O/s No. 66 Bennet Court,Lamp Column,Axminster Road,530609.125,186247.125,LED
13005,EC018,O/s No.s 129-130,Lamp Column,Axminster Road,530605.875,186266.25,LED
13006,EC019,O/s No. 50 Bennet Court,Lamp Column,Axminster Road,530587.875,186272.5469,LED
13007,EC020,O/s No.s 123-124,Lamp Column,Axminster Road,530585.75,186291.0625,LED
13008,EC021,Opp No. 120,Lamp Column,Axminster Road,530565.6875,186300.4688,LED
13009,EC022,O/s No.116,Lamp Column,Axminster Road,530560.3125,186322.0781,LED
13010,EC023,Opp No. 113,Lamp Column,Axminster Road,530540.1875,186331.7656,LED
13011,EC024,O/s No. 111,Lamp Column,Axminster Road,530541.1875,186345.2813,LED
13012,EC025,O/s No. 29,Lamp Column,Axminster Road,530524.5625,186353.3125,LED
13013,EC026,O/s No.s 104-105,Lamp Column,Axminster Road,530520,186374.8125,LED
13014,EC027,O/s No.s 34-35,Lamp Column,Axminster Road,530503.5625,186376.7813,LED
13015,EC028,O/s No.s 98-99,Lamp Column,Axminster Road,530503.5625,186395.1719,LED
13016,EC029,O/s No.s 40-41,Lamp Column,Axminster Road,530483.25,186401.5156,LED
13017,EC030,O/s No.s 92-93,Lamp Column,Axminster Road,530483.25,186418.5469,LED
13018,EC031,O/s No. 45,Lamp Column,Axminster Road,530469.3125,186418.6719,LED
13019,EC032,O/s No.s 88-89,Lamp Column,Axminster Road,530470.125,186434.9844,LED
13020,EC033,O/s No.s 50-51,Lamp Column,Axminster Road,530449.5625,186443.1563,LED
13021,EC034,O/s No.s 82-83,Lamp Column,Axminster Road,530449.625,186459.875,LED
13022,EC035,O/s No.s 56-57,Lamp Column,Axminster Road,530429,186468.375,LED
13023,EC036,O/s No. 75,Lamp Column,Axminster Road,530424.25,186491.3125,LED
13024,EC037,O/s No.s 63-64,Lamp Column,Axminster Road,530406.5,186496.3125,LED
13025,EC038,O/s No.s 68-69,Lamp Column,Axminster Road,530403.5625,186518.4844,LED
13026,EC191,J/w Tollington Way,Lamp Column,Cornwallis Road,530344.3125,186508.9375,LED
13027,EC192,O/s No.s 1-18 Shaw Court,Lamp Column,Cornwallis Road,530331.9375,186524.4063,LED
13028,EC193,S/o No. 92 Alexander Road,Lamp Column,Cornwallis Road,530329.4375,186542.0156,LED
13029,EC194,O/s No.s 2-4,Lamp Column,Cornwallis Road,530307.25,186555.0938,LED
13030,EC195,O/s No.s 7-9,Lamp Column,Cornwallis Road,530305.25,186571.8438,LED
13031,EC196,O/s No.s 13-15,Lamp Column,Cornwallis Road,530295.5625,186583.7969,LED
13032,EC197,O/s No. 18,Lamp Column,Cornwallis Road,530275.0625,186594.9531,LED
13033,EC198,O/s No.s 23-25,Lamp Column,Cornwallis Road,530271.5625,186613.9531,LED
13034,EC199,O/s No.s 29-31,Lamp Column,Cornwallis Road,530261.875,186626.0938,LED
13035,EC200,Opp J/w Whewell Road,Lamp Column,Cornwallis Road,530247.9375,186628.6406,LED
13036,EC201,O/s No.s 33-35,Lamp Column,Cornwallis Road,530247.75,186643.6563,LED
13037,EC202,Opp No. 39,Lamp Column,Cornwallis Road,530231.125,186649.4688,LED
13038,EC203,S/o No. 56 Kingsdown Road,Lamp Column,Cornwallis Road,530229.3125,186666.5,LED
13039,EC204,S/o No. 73 Kingsdown Road,Lamp Column,Cornwallis Road,530208.8125,186677.8594,LED
13040,EC205,O/s No.s 7-22,Lamp Column,Cornwallis Road,530205.9375,186695.4375,LED
13041,EC206,S/o No. 108 Cornwallis Square,Lamp Column,Cornwallis Road,530189.3125,186702.0469,LED
13042,EC207,Opp J/w Cornwallis Square,Lamp Column,Cornwallis Road,530187.0625,186718.4375,LED
13043,EC208,Opp Enterance To Sussex Close,Lamp Column,Cornwallis Road,530174.8125,186720.1094,LED
13044,EC209,S/o Sussex Close,Lamp Column,Cornwallis Road,530165.5625,186744.9531,LED
13045,EC210,Opp J/w Bavaria Road,Lamp Column,Cornwallis Road,530151.5,186748.5781,LED
13046,EC211,S/o No.s 1-16 Cottenham House,Lamp Column,Cornwallis Road,530148.625,186765.9844,LED
13047,EC212,O/s Park,Lamp Column,Cornwallis Road,530132.4375,186771.9531,LED
13048,EC213,O/s Park (by Cornwallis Square),Lamp Column,Cornwallis Road,530120.5,186786.8438,LED
13049,EC214,Opp J/w Cornwallis Square,Lamp Column,Cornwallis Road,530118.375,186803.1094,LED
13050,EC215,S/o No. 1 Cornwallis Square,Lamp Column,Cornwallis Road,530104.1875,186806.5156,LED
13051,EC216,Opp J/w Pomoja Lane,Lamp Column,Cornwallis Road,530095.5,186831.4844,LED
13052,EC217,Opp No.s 71-82,Lamp Column,Cornwallis Road,530078.5,186838.3438,LED
13053,EC218,O/s No.s 71-82,Lamp Column,Cornwallis Road,530075.5625,186855.7344,LED
13054,EC219,S/o No. 110 Marlborough Road,Lamp Column,Cornwallis Road,530053.5,186869.3594,LED
13055,EC220,O/s No. 105,Lamp Column,Cornwallis Road,530049.9375,186887.1719,LED
13056,EC221,R/o No. 52 Hatchard Road,Lamp Column,Cornwallis Road,530031.4375,186895.4375,LED
13057,EC222,S/o No. 54 Hatchard Road,Lamp Column,Cornwallis Road,530026.875,186916.5,LED
13058,BC011,By Emergency Access,Lamp Column,Courtauld Road,529964.8125,187159.0469,LED
13059,BC010,Opp Sussex Way,Lamp Column,Courtauld Road,529972.0625,187171.0938,LED
13060,BC009,S/o 41/43 Byworth Walk,Lamp Column,Courtauld Road,529992.9375,187175.4531,LED
13061,BC008,Opp Byworth Walk,Lamp Column,Courtauld Road,529996.875,187193.5938,LED
13062,BC007,Opp 65-82 Beechcroft Way,Lamp Column,Courtauld Road,530017,187197.25,LED
13063,BC006,O/s 65-82 Beechcroft Way,Lamp Column,Courtauld Road,530022.5,187218.0625,LED
13064,BC005,S/o Nyton Close,Lamp Column,Courtauld Road,530039.75,187226.0938,LED
13065,BC004,Opp 180,Lamp Column,Courtauld Road,530035.9375,187247.2188,LED
13066,BC003,O/s 182/184,Lamp Column,Courtauld Road,530050.9375,187258.3438,LED
13067,BC002,Opp 186,Lamp Column,Courtauld Road,530048.125,187279.6406,LED
13068,BC001,O/s 192,Lamp Column,Courtauld Road,530066.1875,187291.1563,LED
13069,EC140,J/w Landseer Road,Lamp Column,Rickthorne Road,530248.25,186574.2031,LED
13070,EC141,Opp No.s 1-2,Lamp Column,Rickthorne Road,530238.25,186597.6875,LED
13071,EC142,O/s No.s 6-7,Lamp Column,Rickthorne Road,530213.25,186607.875,LED
13072,EC143,O/s No.s 1-16 St Pauls Court (dead End),Lamp Column,Rickthorne Road,530205,186623.7188,LED
13073,EC162,J/w Holloway Road,Lamp Column,Kingsdown Road,530055.75,186466.7656,LED
13074,EC163,R/o No. 626 Holloway Road,Lamp Column,Kingsdown Road,530073.75,186473.6875,LED
13075,EC164,O/s No.s 3-5,Lamp Column,Kingsdown Road,530081.75,186496.1406,LED
13076,EC165,O/s No.s 6-8,Lamp Column,Kingsdown Road,530100.6875,186505.375,LED
13077,EC166,O/s No.s 15-17,Lamp Column,Kingsdown Road,530108.5625,186530.8906,LED
13078,EC167,O/s No.s 22-24,Lamp Column,Kingsdown Road,530130.5625,186544.0625,LED
13079,EC168,O/s No.s 29-31,Lamp Column,Kingsdown Road,530135.3125,186567.8594,LED
13080,EC169,O/s No.s 38-40,Lamp Column,Kingsdown Road,530154.9375,186580.6719,LED
13081,EC170,Opp J/w Stanley Terrace,Lamp Column,Kingsdown Road,530154.5,186599.3125,LED
13082,EC171,O/s No.s 44-46,Lamp Column,Kingsdown Road,530169.9375,186607.6875,LED
13083,EC172,O/s No.s 1-14 Larchmore Court,Lamp Column,Kingsdown Road,530169.5,186625.9375,LED
13084,EC173,Opp No.s 55-57,Lamp Column,Kingsdown Road,530185.4375,186631.1563,LED
13085,EC175,Opp No. 71,Lamp Column,Kingsdown Road,530212.0625,186659.5938,LED
13086,EC174,O/s No. 65,Lamp Column,Kingsdown Road,530190.3125,186650.375,LED
13087,EC176,Opp No. 58,Lamp Column,Kingsdown Road,530224.1875,186684.9219,LED
13088,EC177,O/s No. 64,Lamp Column,Kingsdown Road,530240.3125,186688.2344,LED
13089,EC178,Opp No.s 72-74,Lamp Column,Kingsdown Road,530250.1875,186711.2344,LED
13090,EC180,O/s Pub (the Enterprise),Lamp Column,Kingsdown Road,530278.8125,186740.375,LED
13091,EC181,Opp Pub (the Enterprise),Lamp Column,Kingsdown Road,530295.25,186744.4844,LED
13092,EC182,Nearly Opp No. 86c,Lamp Column,Kingsdown Road,530304.125,186765.9531,LED
13093,EC183,O/s No. 88,Lamp Column,Kingsdown Road,530320,186768.875,LED
13094,EC184,Opp No. 94,Lamp Column,Kingsdown Road,530326.25,186787.7813,LED
13095,EC185,S/o No. 78 Mitford Road,Lamp Column,Kingsdown Road,530338.0625,186795.5469,LED
13096,EC179,O/s No.s 80-82,Lamp Column,Kingsdown Road,530272.875,186721.5,LED
13097,EC134,J/w Alexander Road,Lamp Column,Stanley Terrace,530235.75,186509.9375,LED
13098,EC135,Opp No.s 1-6 Arundel Lodge,Lamp Column,Stanley Terrace,530227.375,186539.4844,LED
13099,EC136,J/w Landseer Road,Lamp Column,Stanley Terrace,530200.9375,186551.7969,LED
13100,EC137,O/s No. 2,Lamp Column,Stanley Terrace,530196.0625,186569.0313,LED
13101,EC138,O/s No.s 7-8,Lamp Column,Stanley Terrace,530179.25,186570.4063,LED
13102,EC139,J/w Kingsdown Road,Lamp Column,Stanley Terrace,530170.4375,186591.5313,LED
13103,EC108,O/s No. 76,Lamp Column,Mitford Road,530341.5,186781.2344,LED
13104,EC109,O/s No. 37,Lamp Column,Mitford Road,530358.375,186750.9844,LED
13105,EC110,O/s No. 50,Lamp Column,Mitford Road,530384.625,186731.6563,LED
13106,EC111,Opp No. 36,Lamp Column,Mitford Road,530398.6875,186703.8281,LED
13107,EC112,O/s No. 24,Lamp Column,Mitford Road,530426.6875,186683.3125,LED
13108,EC113,Opp No. 10,Lamp Column,Mitford Road,530440.875,186655.5156,LED
13109,EC114,J/w Tollington Way (2nd Lc From),Lamp Column,Mitford Road,530468.125,186635.2656,LED
13110,EC115,S/o School Playground,Lamp Column,Mitford Road,530477.5,186605.4531,LED
13111,EC144,O/s No.s 1-9 Landseer Court,Lamp Column,Alexander Road,530399.9375,186603.875,LED
13112,EC145,Opp No.s 1-9 Landseer Court,Lamp Column,Alexander Road,530379.4375,186599.5625,LED
13113,EC146,O/s No.s 112-114,Lamp Column,Alexander Road,530370.6875,186582.2656,LED
13114,EC147,O/s No.s 67-69,Lamp Column,Alexander Road,530353,186580.2656,LED
13115,EC148,O/s No.s 98-100,Lamp Column,Alexander Road,530343.1875,186561.5938,LED
13116,EC149,S/o No. 1 Cornwallis Road,Lamp Column,Alexander Road,530322.8125,186556.2344,LED
13117,EC150,S/o No.s 1-18 Shaw Court,Lamp Column,Alexander Road,530312.25,186538.4063,LED
13118,EC151,R/o No. 2 Cornwallis Road,Lamp Column,Alexander Road,530295.125,186537.5313,LED
13119,EC152,O/s No.s 74-76,Lamp Column,Alexander Road,530282,186518.875,LED
13120,EC153,O/s Peter Pan Park,Lamp Column,Alexander Road,530256.1875,186514.7344,LED
13121,EC154,O/s No.s 56-58,Lamp Column,Alexander Road,530244.25,186497.1563,LED
13122,EC155,O/s No.s 31-33,Lamp Column,Alexander Road,530217.5,186492.5781,LED
13123,EC156,O/s No.s 36-38,Lamp Column,Alexander Road,530201.6875,186473,LED
13124,EC157,O/s No. 17,Lamp Column,Alexander Road,530178.75,186470.5781,LED
13125,EC158,O/s No. 18,Lamp Column,Alexander Road,530161.625,186450.2969,LED
13126,EC159,O/s No. 7,Lamp Column,Alexander Road,530140.8125,186447.2344,LED
13127,EC160,O/s No.s 2-4,Lamp Column,Alexander Road,530131.5625,186426.0313,LED
13128,EC161,J/w Holloway Road,Lamp Column,Alexander Road,530107.125,186416.8125,LED
13129,EC116,J/w Sussex Way,Lamp Column,Landseer Road,530365.5,186651.0469,LED
13130,EC117,O/s No. 71,Lamp Column,Landseer Road,530348.1875,186648.9844,LED
13131,EC118,O/s No.s 78-80,Lamp Column,Landseer Road,530342.875,186632.2969,LED
13132,EC119,O/s No.s 57-59,Lamp Column,Landseer Road,530322.625,186627.7031,LED
13133,EC120,O/s No. 62,Lamp Column,Landseer Road,530312.1875,186606.4531,LED
13134,EC121,S/o No. 17 Cornwallis Road,Lamp Column,Landseer Road,530291.875,186601.8906,LED
13135,EC122,S/o No. 16 Cornwallis Road,Lamp Column,Landseer Road,530277.9375,186578.2969,LED
13136,EC123,Opp J/w Rickthorne Road,Lamp Column,Landseer Road,530266.5625,186569.0938,LED
13137,EC124,O/s No. 45,Lamp Column,Landseer Road,530247.125,186562.4375,LED
13138,EC125,Opp No.s 37-39,Lamp Column,Landseer Road,530226.4624,186545.9347,LED
13139,EC126,J/w Stanley Terrace,Lamp Column,Landseer Road,530215.75,186542.2969,LED
13140,EC127,O/s No.s 29-31,Lamp Column,Landseer Road,530190,186537.7344,LED
13141,EC128,O/s No. 26,Lamp Column,Landseer Road,530175.4375,186516.5469,LED
